name,url,dob,collage,from_year,to_year,pos,height,weight,nba_debut,career_length,g,pts,trb,ast
Dick Atha,https://www.basketball-reference.com/players/a/athadi01.html,"September 21, 1931",Indiana State University,1956,1958,G,6-2,190,"November 10, 1955",2 years,43,3.2,1.5,1.2
Chucky Atkins,https://www.basketball-reference.com/players/a/atkinch01.html,"August 14, 1974",South Florida,2000,2010,G,5-11,160,"November 2, 1999",11 years,696,9.9,1.7,3.4
Al Attles,https://www.basketball-reference.com/players/a/attleal01.html,"November 7, 1936",North Carolina A&T,1961,1971,G,6-0,175,"October 28, 1960",11 years,711,8.9,3.5,3.5
Chet Aubuchon,https://www.basketball-reference.com/players/a/aubucch01.html,"May 18, 1916",Michigan State,1947,1947,G,5-10,137,"November 2, 1946",1 year,30,2.2,-,0.7
Stacey Augmon,https://www.basketball-reference.com/players/a/augmost01.html,"August 1, 1968",UNLV,1992,2006,F-G,6-8,205,"November 2, 1991",15 years,1001,8.0,3.2,1.6
D.J. Augustin,https://www.basketball-reference.com/players/a/augusdj01.html,"November 10, 1987",Texas,2009,2022,G,5-11,183,"October 30, 2008",14 years,976,9.5,1.8,3.9
James Augustine,https://www.basketball-reference.com/players/a/augusja01.html,"February 27, 1984",Illinois,2007,2008,F,6-10,235,"February 2, 2007",2 years,27,1.6,1.2,0.1
Isaac Austin,https://www.basketball-reference.com/players/a/austiis01.html,"August 18, 1969",Arizona State,1992,2002,C,6-10,255,"November 2, 1991",9 years,432,7.6,4.7,1.2
Johnny Austin,https://www.basketball-reference.com/players/a/austijo01.html,"August 31, 1944",Boston College,1967,1968,G,6-0,170,"October 15, 1966",2 years,45,7.6,1.6,1.4
Ken Austin,https://www.basketball-reference.com/players/a/austike01.html,"July 15, 1961",Rice University,1984,1984,F,6-9,205,"November 3, 1983",1 year,7,1.7,0.4,0.1
Deni Avdija,https://www.basketball-reference.com/players/a/avdijde01.html,"January 3, 2001",None,2021,2023,G-F,6-9,210,"December 23, 2020",3 years,212,8.1,5.5,2.1
Anthony Avent,https://www.basketball-reference.com/players/a/aventan01.html,"October 18, 1969",Seton Hall,1993,2000,F,6-9,235,"November 6, 1992",6 years,352,5.6,4.5,0.8
Bird Averitt,https://www.basketball-reference.com/players/a/averibi01.html,"July 22, 1952",Pepperdine,1974,1978,G,6-1,170,"October 21, 1976",5 years,366,12.1,1.9,2.9
William Avery,https://www.basketball-reference.com/players/a/averywi01.html,"August 8, 1979",Duke,2000,2002,G,6-2,197,"November 13, 1999",3 years,142,2.7,0.7,1.4
Dennis Awtrey,https://www.basketball-reference.com/players/a/awtrede01.html,"February 22, 1948",Santa Clara,1971,1982,C,6-10,235,"October 14, 1970",12 years,733,4.8,4.6,2.0
Joel Ayayi,https://www.basketball-reference.com/players/a/ayayijo01.html,"March 5, 2000",Gonzaga,2022,2022,G,6-5,180,"October 25, 2021",1 year,7,0.3,0.4,0.6
Gustavo Ayón,https://www.basketball-reference.com/players/a/ayongu01.html,"April 1, 1985",None,2012,2014,C,6-10,250,"January 1, 2012",3 years,135,4.7,4.4,1.3
Jeff Ayres,https://www.basketball-reference.com/players/p/pendeje02.html,"April 29, 1987",Arizona State,2010,2016,F,6-9,240,"December 22, 2009",6 years,237,2.9,2.7,0.4
Deandre Ayton,https://www.basketball-reference.com/players/a/aytonde01.html,"July 23, 1998",Arizona,2019,2023,C,6-11,250,"October 17, 2018",5 years,303,16.7,10.4,1.6
Kelenna Azubuike,https://www.basketball-reference.com/players/a/azubuke01.html,"December 16, 1983",Kentucky,2007,2012,G,6-5,220,"January 2, 2007",5 years,208,10.5,4.0,1.1
Udoka Azubuike,https://www.basketball-reference.com/players/a/azubuud01.html,"September 17, 1999",Kansas,2021,2023,C,6-10,280,"December 23, 2020",3 years,68,3.3,3.0,0.2
Chris Babb,https://www.basketball-reference.com/players/b/babbch01.html,"February 14, 1990",Penn State,2014,2014,G,6-5,225,"March 1, 2014",1 year,14,1.6,1.2,0.2
Luke Babbitt,https://www.basketball-reference.com/players/b/babbilu01.html,"June 20, 1989",Nevada,2011,2018,F,6-9,225,"November 1, 2010",8 years,381,4.8,2.2,0.6
Miloš Babić,https://www.basketball-reference.com/players/b/babicmi01.html,"November 23, 1968",Tennessee Technological University,1991,1992,C-F,7-0,240,"November 21, 1990",2 years,21,1.8,1.0,0.5
Johnny Bach,https://www.basketball-reference.com/players/b/bachjo01.html,"July 10, 1924",Fordham,1949,1949,F-G,6-2,180,"November 4, 1948",1 year,34,3.5,-,0.7
Dwayne Bacon,https://www.basketball-reference.com/players/b/bacondw01.html,"August 30, 1995",Florida State,2018,2021,G,6-6,221,"October 18, 2017",4 years,207,7.3,2.6,1.1
Henry Bacon,https://www.basketball-reference.com/players/b/baconhe01.html,"July 5, 1948",Louisville,1973,1973,G,6-3,205,,1 year,47,3.5,1.7,0.8
Jim Baechtold,https://www.basketball-reference.com/players/b/baechji01.html,"December 9, 1927",Eastern Kentucky University,1953,1957,F-G,6-4,205,"November 1, 1952",5 years,321,9.7,3.1,2.1
Dalibor Bagarić,https://www.basketball-reference.com/players/b/bagarda01.html,"February 7, 1980",None,2001,2003,C,7-1,255,"November 22, 2000",3 years,95,2.6,2.5,0.4
John Bagley,https://www.basketball-reference.com/players/b/baglejo01.html,"April 23, 1960",Boston College,1983,1994,G,6-0,185,"October 29, 1982",11 years,665,8.7,2.6,6.0
Marvin Bagley III,https://www.basketball-reference.com/players/b/baglema01.html,"March 14, 1999",Duke,2019,2023,F-C,6-11,235,"October 17, 2018",5 years,208,13.3,7.2,0.9
Carl Bailey,https://www.basketball-reference.com/players/b/baileca01.html,"April 23, 1958",Tuskegee University,1982,1982,C,7-0,210,"April 9, 1982",1 year,1,2.0,0.0,0.0
Gus Bailey,https://www.basketball-reference.com/players/b/bailegu01.html,"February 18, 1951",Texas-El Paso,1975,1980,G-F,6-5,185,"October 22, 1974",5 years,147,2.6,1.7,1.1
James Bailey,https://www.basketball-reference.com/players/b/baileja01.html,"May 21, 1957",Rutgers University,1980,1988,F-C,6-9,220,"October 14, 1979",9 years,595,8.8,5.0,0.8
Thurl Bailey,https://www.basketball-reference.com/players/b/baileth01.html,"April 7, 1961",NC State,1984,1999,F-C,6-11,215,"October 29, 1983",12 years,928,12.8,5.1,1.4
Toby Bailey,https://www.basketball-reference.com/players/b/baileto01.html,"November 19, 1975",UCLA,1999,2000,G,6-6,213,"February 5, 1999",2 years,73,3.3,1.7,0.6
Cameron Bairstow,https://www.basketball-reference.com/players/b/bairsca01.html,"December 7, 1990",New Mexico,2015,2016,F-C,6-9,250,"October 29, 2014",2 years,36,1.2,1.0,0.2
Jimmie Baker,https://www.basketball-reference.com/players/b/bakerji01.html,"December 25, 1953",UNLV,1976,1976,F,6-9,220,,1 year,5,1.2,2.8,0.8
Mark Baker,https://www.basketball-reference.com/players/b/bakerla01.html,"November 11, 1969",Ohio State,1999,1999,G,6-1,175,"February 6, 1999",1 year,1,0.0,0.0,0.0
Maurice Baker,https://www.basketball-reference.com/players/b/bakerma01.html,"July 28, 1979",Oklahoma State,2005,2005,G,6-1,175,"February 23, 2005",1 year,5,0.0,0.4,0.2
Norm Baker,https://www.basketball-reference.com/players/b/bakerno01.html,"February 17, 1923",None,1947,1947,G,6-0,180,"November 2, 1946",1 year,4,0.0,-,0.0
Ron Baker,https://www.basketball-reference.com/players/b/bakerro01.html,"March 30, 1993",Wichita State,2017,2019,G,6-4,220,"October 25, 2016",3 years,96,3.1,1.4,1.8
Vin Baker,https://www.basketball-reference.com/players/b/bakervi01.html,"November 23, 1971",University of Hartford,1994,2006,F,6-11,232,"November 5, 1993",13 years,791,15.0,7.4,1.9
Patrick Baldwin Jr.,https://www.basketball-reference.com/players/b/baldwpa01.html,"November 18, 2002",UW-Milwaukee,2023,2023,G-F,6-9,220,"October 30, 2022",1 year,31,3.9,1.3,0.4
Wade Baldwin,https://www.basketball-reference.com/players/b/baldwwa01.html,"March 29, 1996",Vanderbilt,2017,2019,G,6-4,200,"October 26, 2016",3 years,56,3.1,1.2,1.4
Renaldo Balkman,https://www.basketball-reference.com/players/b/balkmre01.html,"July 14, 1984",South Carolina,2007,2012,F,6-8,208,"November 1, 2006",6 years,221,4.0,3.5,0.6
Cedric Ball,https://www.basketball-reference.com/players/b/ballce01.html,"April 16, 1968",UNC Charlotte,1991,1991,F,6-8,210,"November 14, 1990",1 year,7,1.1,1.6,0.0
LaMelo Ball,https://www.basketball-reference.com/players/b/ballla01.html,"August 22, 2001",None,2021,2023,G,6-7,180,"December 23, 2020",3 years,162,19.4,6.4,7.3
Lonzo Ball,https://www.basketball-reference.com/players/b/balllo01.html,"October 27, 1997",UCLA,2018,2022,G,6-6,190,"October 19, 2017",5 years,252,11.9,5.7,6.2
Greg Ballard,https://www.basketball-reference.com/players/b/ballagr01.html,"January 29, 1955",Oregon,1978,1989,F,6-7,215,"October 21, 1977",11 years,802,12.4,6.1,2.2
Herschel Baltimore,https://www.basketball-reference.com/players/b/baltihe01.html,"June 21, 1921",Penn State,1947,1947,F,6-4,195,"November 2, 1946",1 year,58,2.4,-,0.3
Mo Bamba,https://www.basketball-reference.com/players/b/bambamo01.html,"May 12, 1998",Texas,2019,2023,C,7-0,231,"October 17, 2018",5 years,275,7.5,5.8,0.9
Paolo Banchero,https://www.basketball-reference.com/players/b/banchpa01.html,"November 12, 2002",Duke,2023,2023,F,6-10,250,"October 19, 2022",1 year,72,20.0,6.9,3.7
Desmond Bane,https://www.basketball-reference.com/players/b/banede01.html,"June 25, 1998",TCU,2021,2023,G,6-5,215,"December 23, 2020",3 years,202,16.1,4.1,2.9
Gene Banks,https://www.basketball-reference.com/players/b/banksge01.html,"May 15, 1959",Duke,1982,1987,F-G,6-7,215,"October 30, 1981",6 years,468,11.3,5.8,2.9
Marcus Banks,https://www.basketball-reference.com/players/b/banksma01.html,"November 19, 1981",UNLV,2004,2011,G,6-2,200,"October 29, 2003",8 years,348,5.9,1.5,2.1
Walker Banks,https://www.basketball-reference.com/players/b/bankswa01.html,"August 26, 1947",Western Kentucky,1971,1971,C,6-10,205,,1 year,16,2.6,3.1,0.5
Ken Bannister,https://www.basketball-reference.com/players/b/bannike01.html,"April 1, 1960",Indiana State University,1985,1991,F-C,6-9,235,"October 27, 1984",5 years,253,5.9,3.5,0.4
Mike Bantom,https://www.basketball-reference.com/players/b/bantomi01.html,"December 3, 1951",Saint Joseph's,1974,1982,F-C,6-9,200,"October 10, 1973",9 years,706,12.1,6.4,2.3
Dalano Banton,https://www.basketball-reference.com/players/b/bantoda01.html,"November 7, 1999",Nebraska,2022,2023,G-F,6-9,204,"October 20, 2021",2 years,95,3.7,1.8,1.4
Cat Barber,https://www.basketball-reference.com/players/b/barbeca01.html,"July 25, 1994",NC State,2022,2022,G,6-2,190,"December 25, 2021",1 year,3,0.0,1.0,1.0
John Barber,https://www.basketball-reference.com/players/b/barbejo01.html,"June 27, 1927","California State University, Los Angeles",1957,1957,F,6-6,210,"February 3, 1957",1 year,5,1.4,1.2,0.0
Leandro Barbosa,https://www.basketball-reference.com/players/b/barbole01.html,"November 28, 1982",None,2004,2017,G,6-3,194,"November 12, 2003",14 years,850,10.6,2.0,2.1
Steve Bardo,https://www.basketball-reference.com/players/b/bardost01.html,"April 5, 1968",Illinois,1992,1996,G,6-5,190,"February 19, 1992",3 years,33,2.2,1.8,1.3
J.J. Barea,https://www.basketball-reference.com/players/b/bareajo01.html,"June 26, 1984",Northeastern University,2007,2020,G,5-10,180,"November 4, 2006",14 years,831,8.9,2.1,3.9
Andrea Bargnani,https://www.basketball-reference.com/players/b/bargnan01.html,"October 26, 1985",None,2007,2016,F-C,7-0,245,"November 1, 2006",10 years,550,14.3,4.6,1.2
Cliff Barker,https://www.basketball-reference.com/players/b/barkecl01.html,"January 15, 1921",Kentucky,1950,1952,G,6-2,185,"November 1, 1949",3 years,149,3.7,1.8,2.0
Tom Barker,https://www.basketball-reference.com/players/b/barketo01.html,"March 11, 1955",Minnesota,1977,1979,C-F,6-11,225,"October 21, 1976",2 years,98,6.5,5.3,0.8
Charles Barkley,https://www.basketball-reference.com/players/b/barklch01.html,"February 20, 1963",Auburn,1985,2000,F,6-6,252,"October 26, 1984",16 years,1073,22.1,11.7,3.9
Erick Barkley,https://www.basketball-reference.com/players/b/barkler01.html,"February 21, 1978",St. John's,2001,2002,G,6-1,177,"November 2, 2000",2 years,27,2.9,0.8,1.5
Don Barksdale,https://www.basketball-reference.com/players/b/barksdo01.html,"March 31, 1923",UCLA,1952,1955,F-C,6-6,200,"November 1, 1951",4 years,262,11.0,8.0,2.1
Dominick Barlow,https://www.basketball-reference.com/players/b/barlodo01.html,"May 26, 2003",None,2023,2023,F,6-9,221,"November 2, 2022",1 year,28,3.9,3.6,0.9
Harrison Barnes,https://www.basketball-reference.com/players/b/barneha02.html,"May 30, 1992",UNC,2013,2023,F,6-8,225,"October 31, 2012",11 years,829,14.2,5.0,1.8
Harry Barnes,https://www.basketball-reference.com/players/b/barneha01.html,"July 25, 1945",Northeastern University,1969,1969,F,6-3,205,"October 17, 1968",1 year,22,2.0,1.2,0.2
Jim Barnes,https://www.basketball-reference.com/players/b/barneji01.html,"April 13, 1941",Texas-El Paso,1965,1971,C-F,6-8,210,"October 30, 1964",7 years,454,8.8,6.5,0.8
Marvin Barnes,https://www.basketball-reference.com/players/b/barnema01.html,"July 27, 1952",Providence,1975,1980,F-C,6-8,210,"November 24, 1976",6 years,315,16.0,9.1,2.1
Matt Barnes,https://www.basketball-reference.com/players/b/barnema02.html,"March 9, 1980",UCLA,2004,2017,F,6-7,226,"January 19, 2004",14 years,929,8.2,4.6,1.8
Scottie Barnes,https://www.basketball-reference.com/players/b/barnesc01.html,"August 1, 2001",Florida State,2022,2023,G-F,6-9,227,"October 20, 2021",2 years,151,15.3,7.1,4.2
Dick Barnett,https://www.basketball-reference.com/players/b/barnedi01.html,"October 2, 1936",Tennessee State,1960,1974,G-F,6-4,190,"December 1, 1959",14 years,971,15.8,2.9,2.8
Jim Barnett,https://www.basketball-reference.com/players/b/barneji02.html,"July 7, 1944",Oregon,1967,1977,G-F,6-4,170,"October 21, 1966",11 years,732,11.7,3.1,3.0
Nate Barnett,https://www.basketball-reference.com/players/b/barnena01.html,"January 29, 1953",University of Akron,1976,1976,G,6-3,175,,1 year,12,2.3,0.7,0.7
John Barnhill,https://www.basketball-reference.com/players/b/barnhjo01.html,"March 20, 1938",Tennessee State,1963,1972,G,6-1,180,"October 20, 1962",10 years,589,8.6,2.5,2.9
Norton Barnhill,https://www.basketball-reference.com/players/b/barnhno01.html,"July 15, 1953",Washington State,1977,1977,G,6-4,205,"October 24, 1976",1 year,4,1.0,0.8,0.3
Leo Barnhorst,https://www.basketball-reference.com/players/b/barnhle01.html,"May 11, 1924",Notre Dame,1950,1954,F-G,6-4,190,"November 1, 1949",5 years,344,9.4,5.4,3.2
John Barr,https://www.basketball-reference.com/players/b/barrjo01.html,"August 18, 1918",Penn State,1947,1947,F,6-3,205,"November 2, 1946",1 year,58,5.1,-,0.9
Mike Barr,https://www.basketball-reference.com/players/b/barrmi01.html,"October 19, 1950",Duquesne,1973,1977,G,6-3,180,"October 22, 1976",5 years,307,5.9,2.1,2.8
Moe Barr,https://www.basketball-reference.com/players/b/barrmo01.html,"June 19, 1944",Duquesne,1971,1971,G,6-4,195,"October 14, 1970",1 year,31,2.0,0.6,0.9
Andre Barrett,https://www.basketball-reference.com/players/b/barrean01.html,"February 21, 1982",Seton Hall,2005,2008,G,5-10,172,"November 23, 2004",4 years,67,3.3,1.1,2.0
Ernie Barrett,https://www.basketball-reference.com/players/b/barreer01.html,"August 27, 1929",Kansas State,1954,1956,G-F,6-3,180,"November 1, 1953",2 years,131,4.9,2.6,1.7
Mike Barrett,https://www.basketball-reference.com/players/b/barremi01.html,"September 5, 1943",West Virginia Tech,1970,1973,G,6-2,155,,4 years,187,13.4,3.2,3.9
RJ Barrett,https://www.basketball-reference.com/players/b/barrerj01.html,"June 14, 2000",Duke,2020,2023,G-F,6-6,214,"October 23, 2019",4 years,271,18.1,5.4,2.8
Earl Barron,https://www.basketball-reference.com/players/b/barroea01.html,"August 14, 1981",Memphis,2006,2015,C,7-0,250,"November 2, 2005",8 years,140,4.6,3.5,0.5
Dana Barros,https://www.basketball-reference.com/players/b/barroda01.html,"April 13, 1967",Boston College,1990,2004,G,5-11,163,"November 3, 1989",14 years,850,10.5,1.9,3.3
Brent Barry,https://www.basketball-reference.com/players/b/barrybr01.html,"December 31, 1971",Oregon State,1996,2009,G,6-6,185,"November 3, 1995",14 years,912,9.3,3.0,3.2
Drew Barry,https://www.basketball-reference.com/players/b/barrydr01.html,"February 17, 1973",Georgia Tech,1998,2000,G,6-5,191,"January 21, 1998",3 years,60,2.2,1.1,1.9
Jon Barry,https://www.basketball-reference.com/players/b/barryjo01.html,"July 25, 1969",University of the Pacific,1993,2006,G,6-4,195,"December 8, 1992",14 years,821,5.7,1.8,2.2
Rick Barry,https://www.basketball-reference.com/players/b/barryri01.html,"March 28, 1944",Miami (FL),1966,1980,F,6-7,205,"October 15, 1965",14 years,1020,24.8,6.7,4.9
Ed Bartels,https://www.basketball-reference.com/players/b/barteed01.html,"October 8, 1925",NC State,1950,1951,F,6-5,195,"October 29, 1949",2 years,32,4.2,4.9,1.0
Vic Bartolome,https://www.basketball-reference.com/players/b/bartovi01.html,"September 29, 1948",Oregon State,1972,1972,C,7-0,230,"October 15, 1971",1 year,38,0.9,1.6,0.1
Will Barton,https://www.basketball-reference.com/players/b/bartowi01.html,"January 6, 1991",Memphis,2013,2023,G,6-6,181,"November 2, 2012",11 years,679,11.2,4.1,2.7
Eddie Basden,https://www.basketball-reference.com/players/b/basdeed01.html,"February 15, 1983",UNC Charlotte,2006,2006,G,6-5,215,"November 7, 2005",1 year,19,2.1,1.5,0.4
Jerry Baskerville,https://www.basketball-reference.com/players/b/baskeje01.html,"November 10, 1951",Temple,1976,1976,F,6-7,190,"December 12, 1975",1 year,21,1.2,1.3,0.1
Brandon Bass,https://www.basketball-reference.com/players/b/bassbr01.html,"April 30, 1985",LSU,2006,2017,F,6-8,250,"November 1, 2005",12 years,758,8.7,4.5,0.8
Paris Bass,https://www.basketball-reference.com/players/b/basspa01.html,"August 29, 1995",Detroit Mercy,2022,2022,F,6-8,200,"January 2, 2022",1 year,2,3.0,2.0,0.0
Tim Bassett,https://www.basketball-reference.com/players/b/basseti01.html,"April 1, 1951",College of Southern Idaho,1974,1980,F-C,6-8,225,"October 22, 1976",7 years,473,6.2,6.7,1.2
Charles Bassey,https://www.basketball-reference.com/players/b/bassech01.html,"October 28, 2000",Western Kentucky,2022,2023,C,6-11,235,"October 20, 2021",2 years,58,4.6,4.4,0.9
Maceo Baston,https://www.basketball-reference.com/players/b/bastoma01.html,"May 29, 1975",Michigan,2003,2009,F,6-9,215,"February 12, 2003",4 years,105,2.7,1.7,0.2
Mengke Bateer,https://www.basketball-reference.com/players/b/bateeme01.html,"November 20, 1975",None,2002,2004,C,6-11,290,"February 27, 2002",3 years,46,3.4,2.5,0.6
Billy Ray Bates,https://www.basketball-reference.com/players/b/batesbi01.html,"May 31, 1956",Kentucky State University,1980,1983,G,6-4,210,"February 23, 1980",4 years,187,11.7,1.7,1.9
Keita Bates-Diop,https://www.basketball-reference.com/players/b/bateske01.html,"January 23, 1996",Ohio State,2019,2023,F,6-8,229,"October 26, 2018",5 years,230,6.5,3.2,0.9
Esteban Batista,https://www.basketball-reference.com/players/b/batises01.html,"September 2, 1983",None,2006,2007,F-C,6-10,270,"November 2, 2005",2 years,70,1.7,2.5,0.2
Mike Batiste,https://www.basketball-reference.com/players/b/batismi01.html,"November 21, 1977",Arizona State,2003,2003,F,6-8,225,"November 1, 2002",1 year,75,6.4,3.4,0.7
